GeneID,Chromosome,Start,End,Strand,Length,SRR21835898,SRR21835899,SRR21835896,SRR21835897,SRR21835900,SRR21835901
SAUSA300_1060,CP000255.1,1159595,1160320,-,726,0,2,3,5,0,2
SAUSA300_1061,CP000255.1,1160415,1161140,-,726,0,4,2,2,6,0
SAUSA300_1062,CP000255.1,1161578,1162579,+,1002,15,7,8,16,2,2
SAUSA300_1063,CP000255.1,1162602,1163534,+,933,37,13,36,42,12,10
SAUSA300_1064,CP000255.1,1163706,1165262,+,1557,219,155,220,223,138,147
SAUSA300_1065,CP000255.1,1166102,1167049,-,948,18,18,8,14,22,22
SAUSA300_1067,CP000255.1,1168398,1168532,+,135,926,417,470,1246,326,264
SAUSA300_1068,CP000255.1,1168589,1168723,+,135,1084,1004,943,1080,496,671
SAUSA300_1069,CP000255.1,1168847,1169542,+,696,47,240,61,53,197,186
SAUSA300_1070,CP000255.1,1169651,1170091,-,441,240,978,208,269,779,917
SAUSA300_1071,CP000255.1,1170286,1171899,+,1614,247,352,362,246,282,405
SAUSA300_1072,CP000255.1,1172043,1172474,+,432,1150,1404,507,1320,1571,1366
SAUSA300_1073,CP000255.1,1172511,1173425,+,915,1265,2035,534,1567,2138,1692
SAUSA300_1074,CP000255.1,1173439,1173840,+,402,34,401,42,64,270,300
SAUSA300_1075,CP000255.1,1173821,1176055,+,2235,423,2236,460,467,2031,2073
SAUSA300_1076,CP000255.1,1176347,1177312,+,966,2,23,2,10,32,28
SAUSA300_1077,CP000255.1,1177314,1178663,+,1350,87,238,77,85,197,280
SAUSA300_1078,CP000255.1,1178679,1179998,+,1320,178,422,168,149,466,461
SAUSA300_1079,CP000255.1,1180104,1181516,+,1413,975,1809,1107,932,1681,1963
SAUSA300_1080,CP000255.1,1181549,1182721,+,1173,1599,2312,1635,1671,2400,2356
SAUSA300_1081,CP000255.1,1183107,1183772,+,666,148,206,171,91,153,147
SAUSA300_1082,CP000255.1,1183796,1184464,+,669,295,440,248,188,326,350
SAUSA300_1083,CP000255.1,1184461,1185024,+,564,609,927,721,662,1018,917
SAUSA300_1084,CP000255.1,1185036,1185326,+,291,97,113,99,89,187,147
SAUSA300_1085,CP000255.1,1185409,1186215,+,807,15,26,4,14,40,14
SAUSA300_1086,CP000255.1,1186239,1186856,+,618,166,739,118,104,495,749
SAUSA300_1087,CP000255.1,1187077,1189830,+,2754,131,130,92,152,124,152
SAUSA300_1088,CP000255.1,1190120,1190917,+,798,22,44,20,30,63,64
SAUSA300_1089,CP000255.1,1191741,1192232,+,492,7,12,6,17,18,14
SAUSA300_1090,CP000255.1,1192232,1193149,+,918,175,237,192,165,213,209
SAUSA300_1091,CP000255.1,1193548,1194075,+,528,29,9,10,17,16,12
SAUSA300_1092,CP000255.1,1194293,1195600,+,1308,21,103,25,50,40,43
SAUSA300_1093,CP000255.1,1195628,1196509,+,882,26,191,26,42,73,106
SAUSA300_1094,CP000255.1,1196527,1197801,+,1275,72,306,34,78,154,204
SAUSA300_1095,CP000255.1,1197803,1198903,+,1101,59,231,40,62,113,117
SAUSA300_1096,CP000255.1,1198896,1202069,+,3174,159,476,121,174,270,319
SAUSA300_1097,CP000255.1,1202179,1202871,+,693,22,49,13,26,35,26
SAUSA300_1098,CP000255.1,1202871,1203482,+,612,4,23,15,30,18,26
SAUSA300_1099,CP000255.1,1203512,1203724,+,213,18,43,9,25,53,43
SAUSA300_1100,CP000255.1,1204161,1204562,+,402,247,521,209,237,619,486
SAUSA300_1101,CP000255.1,1204825,1206522,-,1698,190,425,246,190,432,465
SAUSA300_1102,CP000255.1,1206797,1207420,+,624,108,288,124,167,220,290
SAUSA300_1103,CP000255.1,1207420,1207638,+,219,46,47,33,22,71,66
SAUSA300_1104,CP000255.1,1207854,1209053,+,1200,45,105,20,46,97,115
SAUSA300_1105,CP000255.1,1209053,1211461,+,2409,106,217,73,102,212,178
SAUSA300_1106,CP000255.1,1211967,1212920,+,954,1,4,0,0,2,4
SAUSA300_1107,CP000255.1,1213083,1213361,-,279,1576,2450,1394,1648,2343,2106
SAUSA300_1108,CP000255.1,1213585,1214073,+,489,13,20,14,8,14,14
SAUSA300_1109,CP000255.1,1214066,1215001,+,936,63,111,46,68,77,76
SAUSA300_1110,CP000255.1,1214998,1216305,+,1308,121,128,76,105,200,126
SAUSA300_1111,CP000255.1,1216308,1217402,+,1095,124,181,141,119,164,177
SAUSA300_1112,CP000255.1,1217409,1218152,+,744,42,42,47,41,52,60
SAUSA300_1113,CP000255.1,1218149,1220143,+,1995,103,232,126,102,168,217
SAUSA300_1114,CP000255.1,1220389,1221246,+,858,74,132,34,56,152,124
SAUSA300_1115,CP000255.1,1221247,1221891,+,645,60,89,56,66,122,118
SAUSA300_1116,CP000255.1,1221898,1222539,+,642,111,250,128,105,232,243
SAUSA300_1117,CP000255.1,1222920,1223108,-,189,6853,874,3145,4104,1029,1036
SAUSA300_1118,CP000255.1,1223551,1223925,+,375,17,32,21,22,40,42
SAUSA300_1119,CP000255.1,1223940,1225586,+,1647,134,280,90,103,208,229
SAUSA300_1120,CP000255.1,1225776,1227836,+,2061,169,313,167,175,349,264
SAUSA300_1121,CP000255.1,1228039,1228611,+,573,266,375,193,154,383,324
SAUSA300_1122,CP000255.1,1228616,1229602,+,987,738,1303,624,708,1240,1248
SAUSA300_1123,CP000255.1,1229595,1230521,+,927,571,960,654,591,809,912
SAUSA300_1124,CP000255.1,1230514,1231248,+,735,709,885,831,695,906,908
SAUSA300_1125,CP000255.1,1231491,1231724,+,234,982,873,630,1045,704,829
SAUSA300_1126,CP000255.1,1231840,1232571,+,732,8,26,6,16,40,8
SAUSA300_1127,CP000255.1,1232718,1236284,+,3567,66,152,56,69,146,117
SAUSA300_1128,CP000255.1,1236284,1237534,+,1251,165,268,151,180,241,224
SAUSA300_1129,CP000255.1,1237521,1237853,+,333,5,8,5,11,19,13
SAUSA300_1130,CP000255.1,1237879,1239246,+,1368,482,1019,588,464,813,1011
SAUSA300_1131,CP000255.1,1239681,1239956,+,276,20,23,11,24,24,8
SAUSA300_1132,CP000255.1,1240144,1240647,+,504,13,16,7,14,14,4
SAUSA300_1133,CP000255.1,1240647,1241384,+,738,17,32,32,43,26,38
SAUSA300_1134,CP000255.1,1241487,1241837,+,351,1010,356,292,848,366,307
SAUSA300_1135,CP000255.1,1242081,1244687,-,2607,94,266,152,106,286,270
SAUSA300_1136,CP000255.1,1245088,1245972,+,885,7,54,12,9,32,46
SAUSA300_1137,CP000255.1,1245956,1246723,+,768,41,127,76,55,71,92
SAUSA300_1138,CP000255.1,1246832,1247998,+,1167,1236,2482,1406,1286,1674,2582
SAUSA300_1139,CP000255.1,1248020,1248928,+,909,1992,1904,1851,2121,2155,2231
SAUSA300_1140,CP000255.1,1249122,1250273,+,1152,62,21,80,67,20,22
SAUSA300_1141,CP000255.1,1250301,1251545,+,1245,19,27,34,25,22,16
SAUSA300_1142,CP000255.1,1251718,1252590,+,873,3,4,4,4,4,0
SAUSA300_1143,CP000255.1,1252764,1254839,+,2076,216,351,218,202,374,363
SAUSA300_1144,CP000255.1,1254995,1256302,+,1308,282,488,335,280,376,464
SAUSA300_1145,CP000255.1,1256719,1257615,+,897,180,552,154,150,536,490
SAUSA300_1146,CP000255.1,1257612,1258157,+,546,125,595,124,116,458,509
SAUSA300_1147,CP000255.1,1258223,1259626,+,1404,592,2305,805,635,1975,2386
SAUSA300_1148,CP000255.1,1259651,1260424,+,774,582,2137,845,637,1917,2108
SAUSA300_1149,CP000255.1,1260766,1261533,+,768,1079,969,481,1052,829,747
SAUSA300_1150,CP000255.1,1261715,1262596,+,882,837,1244,599,828,1098,1231
SAUSA300_1151,CP000255.1,1262733,1263455,+,723,60,79,79,68,56,51
SAUSA300_1152,CP000255.1,1263474,1264028,+,555,101,139,76,118,135,141
SAUSA300_1153,CP000255.1,1264401,1265171,+,771,32,38,6,32,29,44
SAUSA300_1154,CP000255.1,1265178,1265960,+,783,10,36,5,11,30,33
SAUSA300_1155,CP000255.1,1266324,1267508,+,1185,151,1061,164,163,949,975
SAUSA300_1156,CP000255.1,1267528,1269231,+,1704,613,1573,659,655,1611,1693
SAUSA300_1157,CP000255.1,1269495,1273805,+,4311,800,973,839,915,934,966
SAUSA300_1158,CP000255.1,1274095,1274562,+,468,47,297,48,43,208,254
SAUSA300_1159,CP000255.1,1274583,1275758,+,1176,152,505,123,134,492,440
SAUSA300_1160,CP000255.1,1275779,1276063,+,285,68,185,41,42,161,158
SAUSA300_1161,CP000255.1,1276060,1276377,+,318,15,246,52,46,179,207
SAUSA300_1162,CP000255.1,1276382,1278499,+,2118,654,1393,566,636,1367,1488
SAUSA300_1163,CP000255.1,1278885,1279235,+,351,32,32,36,42,37,46
SAUSA300_1164,CP000255.1,1279404,1280321,+,918,18,38,11,10,28,17
SAUSA300_1165,CP000255.1,1280336,1281307,+,972,165,434,145,140,367,421
SAUSA300_1166,CP000255.1,1281422,1281691,+,270,2124,2476,977,2010,2468,2068
SAUSA300_1167,CP000255.1,1282061,1284157,+,2097,1130,1561,1146,1192,1418,1479
SAUSA300_1168,CP000255.1,1284342,1286066,+,1725,563,1046,602,508,844,1191
SAUSA300_1169,CP000255.1,1286448,1288691,+,2244,764,1866,752,750,1706,1841
SAUSA300_1170,CP000255.1,1288696,1289409,+,714,85,140,92,85,91,171
SAUSA300_1171,CP000255.1,1289440,1290705,+,1266,4,14,12,3,9,4
SAUSA300_1172,CP000255.1,1290705,1291991,+,1287,40,31,47,25,48,32
SAUSA300_1173,CP000255.1,1291991,1292695,+,705,92,99,65,61,51,94
SAUSA300_1174,CP000255.1,1292800,1293627,+,828,252,471,288,260,367,451
SAUSA300_1175,CP000255.1,1293646,1294038,+,393,103,181,98,88,207,175
SAUSA300_1176,CP000255.1,1294072,1294650,+,579,157,454,254,155,415,433
SAUSA300_1177,CP000255.1,1294877,1296028,+,1152,76,123,48,59,149,109
SAUSA300_1178,CP000255.1,1296268,1297236,+,969,953,1119,753,947,984,1093
SAUSA300_1179,CP000255.1,1297590,1299149,+,1560,5482,8673,3914,5127,8234,7637
SAUSA300_1180,CP000255.1,1299446,1299661,-,216,70,258,18,73,246,149
SAUSA300_1181,CP000255.1,1299835,1300632,+,798,24,16,15,18,26,22
SAUSA300_1182,CP000255.1,1300772,1302532,+,1761,312,128,375,315,127,130
SAUSA300_1183,CP000255.1,1302533,1303399,+,867,135,85,147,157,81,68
SAUSA300_1184,CP000255.1,1303493,1303786,+,294,10,0,4,6,1,1
SAUSA300_1185,CP000255.1,1303920,1305464,+,1545,75,123,99,78,170,135
SAUSA300_1186,CP000255.1,1305465,1305830,+,366,56,147,123,37,134,166
SAUSA300_1187,CP000255.1,1305857,1306348,+,492,106,249,114,72,247,248
SAUSA300_1188,CP000255.1,1306747,1309269,+,2523,50,62,32,38,92,75
SAUSA300_1189,CP000255.1,1309282,1311291,+,2010,23,70,29,34,37,66
SAUSA300_1190,CP000255.1,1311297,1311839,+,543,16,20,12,7,26,28
SAUSA300_1191,CP000255.1,1312304,1313122,+,819,233,457,161,194,468,453
SAUSA300_1192,CP000255.1,1313251,1314747,+,1497,177,390,175,202,437,426
SAUSA300_1193,CP000255.1,1314905,1316578,+,1674,246,1440,232,222,1176,1534
SAUSA300_1194,CP000255.1,1316728,1317642,+,915,8,8,4,6,6,14
SAUSA300_1195,CP000255.1,1317660,1318595,+,936,30,41,40,32,46,55
SAUSA300_1196,CP000255.1,1318610,1318843,+,234,26,58,30,31,28,36
SAUSA300_1197,CP000255.1,1319065,1319541,-,477,58,268,58,82,208,222
SAUSA300_1198,CP000255.1,1319653,1320891,+,1239,31,16,24,20,24,23
SAUSA300_1199,CP000255.1,1320910,1322148,+,1239,70,76,70,53,78,74
SAUSA300_1200,CP000255.1,1322391,1322759,+,369,77,249,36,91,237,226
SAUSA300_1201,CP000255.1,1322778,1324118,+,1341,923,2050,919,904,1624,1966
SAUSA300_1202,CP000255.1,1325509,1325721,+,213,0,0,0,0,0,0
SAUSA300_1203,CP000255.1,1326015,1326221,+,207,0,4,4,0,0,6
SAUSA300_1204,CP000255.1,1327460,1327645,+,186,0,4,0,0,0,4
SAUSA300_1205,CP000255.1,1328157,1328261,+,105,0,0,1,0,2,0
SAUSA300_1206,CP000255.1,1328390,1328641,+,252,0,2,0,0,1,0
SAUSA300_1207,CP000255.1,1328687,1329271,+,585,2,0,4,2,5,5
SAUSA300_1208,CP000255.1,1329392,1329640,+,249,0,0,0,0,0,0
SAUSA300_1209,CP000255.1,1330520,1330654,+,135,0,0,0,2,0,0
SAUSA300_1210,CP000255.1,1330746,1331036,+,291,2,0,0,0,0,0
SAUSA300_1211,CP000255.1,1331047,1331241,+,195,1,6,0,5,0,3
SAUSA300_1212,CP000255.1,1331291,1331632,+,342,0,0,0,0,0,0
SAUSA300_1213,CP000255.1,1331639,1331830,+,192,0,0,0,0,0,0
SAUSA300_1214,CP000255.1,1332379,1333404,-,1026,28,56,46,32,30,38
SAUSA300_1215,CP000255.1,1333674,1333871,+,198,0,1,0,0,4,0
SAUSA300_1216,CP000255.1,1333929,1335410,+,1482,114,712,182,150,612,624
SAUSA300_1217,CP000255.1,1335585,1336493,+,909,0,0,0,0,0,0
SAUSA300_1218,CP000255.1,1336462,1337193,+,732,2,2,2,0,2,4
SAUSA300_1219,CP000255.1,1337197,1338288,+,1092,5,22,15,11,25,25
SAUSA300_1220,CP000255.1,1338285,1338887,+,603,47,62,45,26,62,99
SAUSA300_1221,CP000255.1,1339000,1339188,-,189,2,0,2,2,0,0
SAUSA300_1222,CP000255.1,1339327,1339860,+,534,6,4,0,6,8,2
SAUSA300_1223,CP000255.1,1340003,1340857,-,855,160,386,130,150,485,416
SAUSA300_1224,CP000255.1,1341188,1341763,+,576,2,2,6,2,0,4
SAUSA300_1225,CP000255.1,1341817,1343199,-,1383,40,6,42,22,8,8
SAUSA300_1226,CP000255.1,1343390,1344670,+,1281,1550,190,1818,1569,151,197
SAUSA300_1227,CP000255.1,1344676,1345737,+,1062,1962,264,2239,1912,227,220
SAUSA300_1228,CP000255.1,1345739,1346653,+,915,1259,141,1261,1093,92,129
SAUSA300_1229,CP000255.1,1346711,1347514,+,804,259,60,297,196,55,67
SAUSA300_1230,CP000255.1,1347807,1348121,-,315,24,50,22,12,57,37
SAUSA300_1231,CP000255.1,1348339,1349793,-,1455,137,208,90,140,233,205
SAUSA300_1232,CP000255.1,1349997,1351514,+,1518,1307,2352,1449,1321,2239,2887
SAUSA300_1233,CP000255.1,1351596,1351754,+,159,535,1025,480,533,832,929
SAUSA300_1234,CP000255.1,1352208,1352477,+,270,10,18,0,10,4,23
SAUSA300_1235,CP000255.1,1352634,1353611,+,978,23,39,20,12,36,58
SAUSA300_1236,CP000255.1,1353786,1354649,+,864,44,213,37,35,218,232
SAUSA300_1237,CP000255.1,1355029,1355652,-,624,2232,1236,3310,2266,1194,1432
SAUSA300_1238,CP000255.1,1356164,1356403,+,240,4,42,9,5,43,42
SAUSA300_1239,CP000255.1,1356635,1358512,+,1878,3936,4622,3837,3803,5105,4727
SAUSA300_1240,CP000255.1,1358745,1359032,+,288,16,59,11,16,58,36
SAUSA300_1241,CP000255.1,1359250,1359678,+,429,23,28,10,22,29,22
SAUSA300_1242,CP000255.1,1359802,1360923,+,1122,0,6,2,2,8,6
SAUSA300_1243,CP000255.1,1360927,1363956,+,3030,36,20,24,16,24,36
SAUSA300_1244,CP000255.1,1364027,1364464,-,438,10,8,10,10,16,10
SAUSA300_1245,CP000255.1,1364593,1366239,+,1647,116,222,74,110,156,182
SAUSA300_1246,CP000255.1,1367131,1369836,+,2706,1613,2678,1882,1634,2553,2736
SAUSA300_1247,CP000255.1,1370016,1370483,+,468,62,151,36,48,108,141
SAUSA300_1248,CP000255.1,1370690,1370986,-,297,24,27,14,35,34,58
SAUSA300_1249,CP000255.1,1371362,1371970,-,609,76,128,76,91,128,114
SAUSA300_1250,CP000255.1,1372170,1374167,+,1998,95,95,43,94,90,119
SAUSA300_1251,CP000255.1,1374167,1376569,+,2403,308,413,228,302,342,289
SAUSA300_1252,CP000255.1,1376819,1378279,+,1461,114,166,115,112,170,186
SAUSA300_1253,CP000255.1,1378770,1379630,+,861,0,10,2,2,2,2
SAUSA300_1254,CP000255.1,1379765,1380973,+,1209,190,397,255,166,448,412
SAUSA300_1255,CP000255.1,1381454,1383976,+,2523,162,460,152,201,476,448
SAUSA300_1256,CP000255.1,1384179,1384688,-,510,150,274,158,148,275,272
SAUSA300_1257,CP000255.1,1384825,1385808,+,984,75,201,38,40,154,164
SAUSA300_1258,CP000255.1,1385896,1386081,-,186,50,60,56,76,58,66
SAUSA300_1259,CP000255.1,1386229,1387491,+,1263,34,12,21,40,8,8
SAUSA300_1260,CP000255.1,1387628,1388719,-,1092,36,137,53,49,94,108
SAUSA300_1261,CP000255.1,1388884,1389915,+,1032,93,325,124,112,348,379
SAUSA300_1262,CP000255.1,1390407,1391813,+,1407,2,0,0,0,3,0
SAUSA300_1263,CP000255.1,1391810,1392376,+,567,0,0,0,0,2,2
SAUSA300_1264,CP000255.1,1392382,1393380,+,999,0,0,0,0,1,2
SAUSA300_1265,CP000255.1,1393382,1394164,+,783,3,10,6,0,1,4
SAUSA300_1266,CP000255.1,1394164,1394796,+,633,4,0,2,1,0,2
SAUSA300_1267,CP000255.1,1394789,1396003,+,1215,6,6,2,7,6,4
SAUSA300_1268,CP000255.1,1395996,1396724,+,729,14,38,36,21,26,24
SAUSA300_1269,CP000255.1,1397007,1398308,+,1302,129,243,165,125,251,266
SAUSA300_1270,CP000255.1,1398327,1399586,+,1260,465,794,556,431,763,965
SAUSA300_1271,CP000255.1,1400275,1401042,+,768,8,14,2,14,16,10
SAUSA300_1272,CP000255.1,1401090,1401563,-,474,14,6,3,11,6,6
SAUSA300_1273,CP000255.1,1401687,1402388,-,702,98,146,111,127,166,129
SAUSA300_1274,CP000255.1,1402381,1403154,-,774,23,87,28,22,57,69
SAUSA300_1275,CP000255.1,1403141,1403971,-,831,6,40,24,5,32,45
SAUSA300_1276,CP000255.1,1403964,1404950,-,987,10,18,7,14,22,26
SAUSA300_1277,CP000255.1,1405254,1405598,-,345,14,106,10,10,60,77
SAUSA300_1278,CP000255.1,1405803,1407617,+,1815,114,150,114,124,146,127
SAUSA300_1279,CP000255.1,1407757,1408398,-,642,29,22,30,12,31,25
SAUSA300_1280,CP000255.1,1408405,1409256,-,852,22,8,19,19,5,18
SAUSA300_1281,CP000255.1,1409303,1410220,-,918,31,14,10,18,19,11
SAUSA300_1282,CP000255.1,1410222,1411148,-,927,1,0,4,4,0,6
SAUSA300_1283,CP000255.1,1411339,1412322,-,984,0,2,0,0,2,2
SAUSA300_1284,CP000255.1,1413294,1414196,-,903,276,676,192,264,736,755
SAUSA300_1285,CP000255.1,1414343,1415944,+,1602,126,154,132,147,160,134
SAUSA300_1286,CP000255.1,1416804,1418009,+,1206,71,207,58,54,193,228
SAUSA300_1287,CP000255.1,1418073,1419062,+,990,138,263,145,134,226,243
SAUSA300_1288,CP000255.1,1419064,1419951,+,888,218,271,261,250,273,306
SAUSA300_1289,CP000255.1,1419948,1420670,+,723,161,296,251,161,281,297
SAUSA300_1290,CP000255.1,1420697,1421416,+,720,131,178,136,143,184,213
SAUSA300_1291,CP000255.1,1421559,1422710,+,1152,0,2,3,0,6,2
SAUSA300_1292,CP000255.1,1422715,1423800,+,1086,7,17,4,6,10,17
SAUSA300_1293,CP000255.1,1423790,1425055,+,1266,139,325,115,87,202,275
SAUSA300_1294,CP000255.1,1425295,1425696,-,402,0,0,0,0,0,0
SAUSA300_1295,CP000255.1,1425893,1426093,-,201,258,221,190,220,204,286
SAUSA300_1296,CP000255.1,1426264,1426572,-,309,4,14,2,6,16,4
SAUSA300_1297,CP000255.1,1426735,1427004,+,270,94,294,76,60,165,286
SAUSA300_1298,CP000255.1,1427023,1427652,+,630,487,784,490,461,1012,857
SAUSA300_1299,CP000255.1,1427684,1428820,+,1137,964,2394,1280,914,2312,2856
SAUSA300_1300,CP000255.1,1429833,1431176,-,1344,14,31,4,0,26,12
SAUSA300_1301,CP000255.1,1431401,1433287,-,1887,78,91,96,82,80,82
SAUSA300_1302,CP000255.1,1433301,1434092,-,792,13,28,27,30,25,14
SAUSA300_1303,CP000255.1,1434273,1434476,-,204,183,207,151,196,269,223
SAUSA300_1304,CP000255.1,1434505,1435314,-,810,1157,1616,1013,1233,1612,1641
SAUSA300_1305,CP000255.1,1435894,1437162,-,1269,5497,2632,6154,5867,2990,2873
SAUSA300_1306,CP000255.1,1437176,1439974,-,2799,17094,7530,14184,16379,8411,7140
SAUSA300_1307,CP000255.1,1440258,1441613,-,1356,240,336,357,266,418,359
SAUSA300_1308,CP000255.1,1441610,1442269,-,660,193,267,165,164,270,246
SAUSA300_1309,CP000255.1,1443183,1443668,+,486,170,48,118,163,39,51
SAUSA300_1310,CP000255.1,1443799,1444413,-,615,81,124,102,108,100,96
SAUSA300_1311,CP000255.1,1444430,1445500,-,1071,120,162,157,130,153,213
SAUSA300_1312,CP000255.1,1445512,1446021,-,510,20,54,15,45,45,37
SAUSA300_1313,CP000255.1,1446421,1447911,-,1491,54,136,42,44,186,144
SAUSA300_1314,CP000255.1,1448103,1448324,-,222,357,418,299,337,321,415
SAUSA300_1315,CP000255.1,1448324,1448824,-,501,1345,1234,1309,1111,1226,1155
SAUSA300_1316,CP000255.1,1448836,1449264,-,429,475,605,440,528,624,545
SAUSA300_1317,CP000255.1,1449257,1449790,-,534,1436,1823,1185,1445,1483,1489
SAUSA300_1318,CP000255.1,1449876,1450715,-,840,91,83,80,74,72,58
SAUSA300_1319,CP000255.1,1450730,1451209,-,480,64,94,75,84,84,113
SAUSA300_1320,CP000255.1,1451409,1452365,-,957,65,42,71,49,57,71
SAUSA300_1321,CP000255.1,1452789,1453226,-,438,44,31,36,41,64,47
SAUSA300_1322,CP000255.1,1453242,1454366,-,1125,150,256,160,194,248,240
SAUSA300_1323,CP000255.1,1454404,1454655,-,252,28,24,4,17,13,37
SAUSA300_1324,CP000255.1,1455106,1455810,+,705,9,13,3,4,7,9
SAUSA300_1325,CP000255.1,1455875,1456006,-,132,8,11,4,7,6,5
SAUSA300_1326,CP000255.1,1456351,1456752,+,402,0,0,2,0,0,2
SAUSA300_1327,CP000255.1,1456811,1488076,-,31266,1866,892,1574,1754,1028,764
SAUSA300_1328,CP000255.1,1488474,1489865,-,1392,390,32,335,464,54,44
SAUSA300_1329,CP000255.1,1490022,1491344,-,1323,615,49,934,662,51,53
SAUSA300_1330,CP000255.1,1491375,1492415,-,1041,1342,47,1565,1355,85,74
SAUSA300_1331,CP000255.1,1492510,1493628,-,1119,141,14,134,144,14,18
SAUSA300_1332,CP000255.1,1494103,1494981,-,879,58,153,71,68,120,192
SAUSA300_1333,CP000255.1,1495001,1498441,-,3441,132,184,98,102,208,259
SAUSA300_1334,CP000255.1,1498745,1500085,+,1341,12,16,16,6,4,12
SAUSA300_1335,CP000255.1,1500291,1500623,-,333,5,8,2,4,6,2
SAUSA300_1336,CP000255.1,1500707,1501852,-,1146,40,24,38,38,49,33
SAUSA300_1337,CP000255.1,1502503,1502847,-,345,1236,2521,1288,1134,2054,2854
SAUSA300_1338,CP000255.1,1502861,1503424,-,564,1613,2492,1259,1400,2590,2745
SAUSA300_1339,CP000255.1,1503417,1503767,-,351,224,442,230,235,506,616
SAUSA300_1340,CP000255.1,1504307,1504933,+,627,408,522,388,482,493,528
SAUSA300_1341,CP000255.1,1504930,1507113,+,2184,2508,2565,2345,2815,2470,2583
SAUSA300_1342,CP000255.1,1507679,1508020,-,342,41,65,95,40,66,88
SAUSA300_1343,CP000255.1,1508025,1508684,-,660,82,113,123,77,121,159
SAUSA300_1344,CP000255.1,1508674,1509360,-,687,64,68,52,39,76,68
SAUSA300_1345,CP000255.1,1509688,1510980,-,1293,291,349,256,250,372,314
SAUSA300_1346,CP000255.1,1511302,1513995,-,2694,52,102,32,44,90,76
SAUSA300_1347,CP000255.1,1514019,1514990,-,972,16,50,10,30,36,39
SAUSA300_1348,CP000255.1,1514977,1516077,-,1101,51,62,31,29,66,64
SAUSA300_1349,CP000255.1,1516184,1517326,-,1143,45,103,29,45,90,66
SAUSA300_1350,CP000255.1,1517567,1517884,-,318,6,12,6,6,12,16
SAUSA300_1351,CP000255.1,1518221,1518901,-,681,2776,8975,2299,2845,8743,9799
SAUSA300_1352,CP000255.1,1518973,1519560,-,588,17,11,22,12,18,19
SAUSA300_1353,CP000255.1,1519550,1520125,-,576,49,56,53,63,52,53
SAUSA300_1354,CP000255.1,1520139,1521242,-,1104,354,344,420,327,330,396
SAUSA300_1355,CP000255.1,1521390,1522688,-,1299,273,264,371,284,253,233
SAUSA300_1356,CP000255.1,1522698,1523762,-,1065,45,22,23,22,21,18
SAUSA300_1357,CP000255.1,1523788,1524954,-,1167,18,16,14,18,15,9
SAUSA300_1358,CP000255.1,1525749,1526180,-,432,2,4,0,4,2,0
SAUSA300_1359,CP000255.1,1526290,1527234,-,945,40,54,26,23,61,34
SAUSA300_1360,CP000255.1,1527251,1527853,-,603,36,77,43,32,79,64
SAUSA300_1361,CP000255.1,1527979,1528551,-,573,0,9,5,2,6,6
SAUSA300_1362,CP000255.1,1528982,1529254,-,273,23102,12282,11683,22997,13697,11309
SAUSA300_1363,CP000255.1,1529425,1530423,-,999,446,372,581,456,456,437
SAUSA300_1364,CP000255.1,1530440,1531750,-,1311,282,374,431,336,322,377
SAUSA300_1365,CP000255.1,1531972,1533147,-,1176,1936,3472,2111,2093,3721,4093
SAUSA300_1366,CP000255.1,1533712,1533828,-,117,0,0,0,0,0,0
SAUSA300_1367,CP000255.1,1533859,1534410,-,552,43,79,29,43,88,100
SAUSA300_1368,CP000255.1,1534595,1535563,+,969,60,109,34,36,121,65
SAUSA300_1369,CP000255.1,1535678,1536664,-,987,112,194,106,90,178,158
SAUSA300_1370,CP000255.1,1537066,1538526,-,1461,3640,11481,5181,3826,10942,11038
SAUSA300_1371,CP000255.1,1538679,1540058,-,1380,139,156,131,128,183,153
SAUSA300_1372,CP000255.1,1540048,1541001,-,954,22,25,13,5,20,18
SAUSA300_1373,CP000255.1,1541133,1541357,+,225,10,45,12,16,32,40
SAUSA300_1374,CP000255.1,1541463,1542008,-,546,100,152,52,85,235,185
SAUSA300_1375,CP000255.1,1542287,1542406,-,120,8,20,0,2,14,14
SAUSA300_1376,CP000255.1,1542605,1543519,-,915,8,18,3,0,13,2
SAUSA300_1377,CP000255.1,1543534,1543740,-,207,0,0,2,0,1,1
SAUSA300_1378,CP000255.1,1543733,1544611,-,879,0,0,0,0,0,0
SAUSA300_1379,CP000255.1,1544728,1545645,-,918,0,0,0,0,0,0
SAUSA300_1380,CP000255.1,1545736,1545921,-,186,2,0,0,2,0,0
SAUSA300_1381,CP000255.1,1546170,1547147,-,978,970,216,1222,1078,258,237
SAUSA300_1382,CP000255.1,1547149,1548087,-,939,832,201,1121,1000,247,272
SAUSA300_1383,CP000255.1,1548477,1549931,-,1455,0,4,2,4,0,0
SAUSA300_1384,CP000255.1,1549942,1550244,-,303,2,0,0,0,0,0
SAUSA300_1385,CP000255.1,1550380,1550679,-,300,0,0,4,4,0,0
SAUSA300_1386,CP000255.1,1550725,1550889,-,165,0,0,0,0,0,0
SAUSA300_1387,CP000255.1,1550882,1551271,-,390,0,0,4,2,2,4
SAUSA300_1388,CP000255.1,1551271,1552737,-,1467,4,0,2,2,6,8
SAUSA300_1389,CP000255.1,1552737,1554647,-,1911,14,25,12,14,23,16
SAUSA300_1390,CP000255.1,1554663,1554953,-,291,2,4,1,0,5,5
SAUSA300_1391,CP000255.1,1554953,1556536,-,1584,6,6,1,8,13,14
